,Date,Status,X,Y,Z,Source,Time,SessionTime,Driver,DriverNumber
13412,2024-07-20 14:44:36.596,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:15.877000,0 days 00:59:15.877000,PIA,81
13413,2024-07-20 14:44:36.736,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:16.017000,0 days 00:59:16.017000,PIA,81
13414,2024-07-20 14:44:36.935,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:16.216000,0 days 00:59:16.216000,PIA,81
13415,2024-07-20 14:44:37.096,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:16.377000,0 days 00:59:16.377000,PIA,81
13416,2024-07-20 14:44:37.396,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:16.677000,0 days 00:59:16.677000,PIA,81
13417,2024-07-20 14:44:37.496,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:16.777000,0 days 00:59:16.777000,PIA,81
13418,2024-07-20 14:44:37.816,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:17.097000,0 days 00:59:17.097000,PIA,81
13419,2024-07-20 14:44:38.255,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:17.536000,0 days 00:59:17.536000,PIA,81
13420,2024-07-20 14:44:38.676,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:17.957000,0 days 00:59:17.957000,PIA,81
13421,2024-07-20 14:44:39.056,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:18.337000,0 days 00:59:18.337000,PIA,81
13422,2024-07-20 14:44:39.256,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:18.537000,0 days 00:59:18.537000,PIA,81
13423,2024-07-20 14:44:39.476,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:18.757000,0 days 00:59:18.757000,PIA,81
13424,2024-07-20 14:44:39.716,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:18.997000,0 days 00:59:18.997000,PIA,81
13425,2024-07-20 14:44:39.896,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:19.177000,0 days 00:59:19.177000,PIA,81
13426,2024-07-20 14:44:40.176,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:19.457000,0 days 00:59:19.457000,PIA,81
13427,2024-07-20 14:44:40.376,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:19.657000,0 days 00:59:19.657000,PIA,81
13428,2024-07-20 14:44:40.716,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:19.997000,0 days 00:59:19.997000,PIA,81
13429,2024-07-20 14:44:40.876,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:20.157000,0 days 00:59:20.157000,PIA,81
13430,2024-07-20 14:44:41.156,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:20.437000,0 days 00:59:20.437000,PIA,81
13431,2024-07-20 14:44:41.377,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:20.658000,0 days 00:59:20.658000,PIA,81
13432,2024-07-20 14:44:41.577,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:20.858000,0 days 00:59:20.858000,PIA,81
13433,2024-07-20 14:44:41.937,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:21.218000,0 days 00:59:21.218000,PIA,81
13434,2024-07-20 14:44:42.116,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:21.397000,0 days 00:59:21.397000,PIA,81
13435,2024-07-20 14:44:42.477,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:21.758000,0 days 00:59:21.758000,PIA,81
13436,2024-07-20 14:44:42.656,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:21.937000,0 days 00:59:21.937000,PIA,81
13437,2024-07-20 14:44:42.916,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:22.197000,0 days 00:59:22.197000,PIA,81
13438,2024-07-20 14:44:43.217,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:22.498000,0 days 00:59:22.498000,PIA,81
13439,2024-07-20 14:44:43.516,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:22.797000,0 days 00:59:22.797000,PIA,81
13440,2024-07-20 14:44:43.596,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:22.877000,0 days 00:59:22.877000,PIA,81
13441,2024-07-20 14:44:43.796,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:23.077000,0 days 00:59:23.077000,PIA,81
13442,2024-07-20 14:44:43.975,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:23.256000,0 days 00:59:23.256000,PIA,81
13443,2024-07-20 14:44:44.235,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:23.516000,0 days 00:59:23.516000,PIA,81
13444,2024-07-20 14:44:44.515,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:23.796000,0 days 00:59:23.796000,PIA,81
13445,2024-07-20 14:44:44.636,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:23.917000,0 days 00:59:23.917000,PIA,81
13446,2024-07-20 14:44:44.956,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:24.237000,0 days 00:59:24.237000,PIA,81
13447,2024-07-20 14:44:45.316,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:24.597000,0 days 00:59:24.597000,PIA,81
13448,2024-07-20 14:44:45.516,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:24.797000,0 days 00:59:24.797000,PIA,81
13449,2024-07-20 14:44:45.696,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:24.977000,0 days 00:59:24.977000,PIA,81
13450,2024-07-20 14:44:45.996,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:25.277000,0 days 00:59:25.277000,PIA,81
13451,2024-07-20 14:44:46.316,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:25.597000,0 days 00:59:25.597000,PIA,81
13452,2024-07-20 14:44:46.596,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:25.877000,0 days 00:59:25.877000,PIA,81
13453,2024-07-20 14:44:46.816,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:26.097000,0 days 00:59:26.097000,PIA,81
